pair_id,piece_id,split,context_file,target_file,context_ntokens,target_ntokens,compound_sim,sim_bucket,tgt_key_shift
780,00116,train,00116_s2_B_31-50.npy,00116_s3_C_51-70.npy,178,181,0.945763,sim:high,0
781,00116,train,00116_s3_C_51-70.npy,00116_s0_A_3-10.npy,181,88,0.799603,sim:high,0
782,00116,train,00116_s3_C_51-70.npy,00116_s1_B_11-30.npy,181,176,0.943875,sim:high,0
783,00116,train,00116_s3_C_51-70.npy,00116_s2_B_31-50.npy,181,178,0.945763,sim:high,0
784,00118,train,00118_s0_A_3-14.npy,00118_s1_B_23-30.npy,146,104,0.958245,sim:high,0
785,00118,train,00118_s1_B_23-30.npy,00118_s0_A_3-14.npy,104,146,0.958245,sim:high,0
786,00126,train,00126_s0_A_3-12.npy,00126_s1_B_13-21.npy,228,283,0.612139,sim:mid,0
787,00126,train,00126_s1_B_13-21.npy,00126_s0_A_3-12.npy,283,228,0.612139,sim:mid,0
788,00127,val,00127_s0_A_3-10.npy,00127_s1_B_11-26.npy,200,350,0.886455,sim:high,0
789,00127,val,00127_s0_A_3-10.npy,00127_s2_C_27-38.npy,200,201,0.618817,sim:mid,0
790,00127,val,00127_s1_B_11-26.npy,00127_s0_A_3-10.npy,350,200,0.886455,sim:high,0
791,00127,val,00127_s1_B_11-26.npy,00127_s2_C_27-38.npy,350,201,0.586091,sim:low,0
792,00127,val,00127_s2_C_27-38.npy,00127_s0_A_3-10.npy,201,200,0.618817,sim:mid,0
793,00127,val,00127_s2_C_27-38.npy,00127_s1_B_11-26.npy,201,350,0.586091,sim:low,0
794,00128,test,00128_s0_A_5-12.npy,00128_s1_B_13-24.npy,114,160,0.630056,sim:mid,0
795,00128,test,00128_s1_B_13-24.npy,00128_s0_A_5-12.npy,160,114,0.630056,sim:mid,0
796,00129,train,00129_s0_A_1-12.npy,00129_s1_B_13-22.npy,93,78,0.631972,sim:mid,0
797,00129,train,00129_s1_B_13-22.npy,00129_s0_A_1-12.npy,78,93,0.631972,sim:mid,0
798,00131,test,00131_s0_A_5-20.npy,00131_s1_B_21-36.npy,193,167,0.637325,sim:mid,0
799,00131,test,00131_s0_A_5-20.npy,00131_s2_C_37-44.npy,193,104,0.634892,sim:mid,0
800,00131,test,00131_s1_B_21-36.npy,00131_s0_A_5-20.npy,167,193,0.637325,sim:mid,0
801,00131,test,00131_s1_B_21-36.npy,00131_s2_C_37-44.npy,167,104,0.945981,sim:high,0
802,00131,test,00131_s2_C_37-44.npy,00131_s0_A_5-20.npy,104,193,0.634892,sim:mid,0
803,00131,test,00131_s2_C_37-44.npy,00131_s1_B_21-36.npy,104,167,0.945981,sim:high,0
804,00139,test,00139_s0_A_4-13.npy,00139_s1_B_14-21.npy,318,228,0.620031,sim:mid,0
805,00139,test,00139_s1_B_14-21.npy,00139_s0_A_4-13.npy,228,318,0.620031,sim:mid,0
806,00140,val,00140_s0_A_3-12.npy,00140_s1_B_13-20.npy,204,152,0.828451,sim:high,0
807,00140,val,00140_s0_A_3-12.npy,00140_s2_C_21-30.npy,204,185,0.637326,sim:mid,7
808,00140,val,00140_s1_B_13-20.npy,00140_s0_A_3-12.npy,152,204,0.828451,sim:high,0
809,00140,val,00140_s1_B_13-20.npy,00140_s2_C_21-30.npy,152,185,0.587924,sim:low,0
810,00140,val,00140_s2_C_21-30.npy,00140_s0_A_3-12.npy,185,204,0.637326,sim:mid,5
811,00140,val,00140_s2_C_21-30.npy,00140_s1_B_13-20.npy,185,152,0.587924,sim:low,0
812,00141,train,00141_s0_A_1-8.npy,00141_s1_B_9-16.npy,118,112,0.992565,sim:high,0
813,00141,train,00141_s1_B_9-16.npy,00141_s0_A_1-8.npy,112,118,0.992565,sim:high,0
814,00143,train,00143_s0_A_5-20.npy,00143_s1_B_21-36.npy,184,239,0.590742,sim:low,0
815,00143,train,00143_s1_B_21-36.npy,00143_s0_A_5-20.npy,239,184,0.590742,sim:low,0
816,00146,train,00146_s0_A_5-20.npy,00146_s1_B_21-36.npy,182,203,0.862421,sim:high,0
817,00146,train,00146_s1_B_21-36.npy,00146_s0_A_5-20.npy,203,182,0.862421,sim:high,0
818,00147,train,00147_s0_A_5-16.npy,00147_s1_B_17-32.npy,254,349,0.646724,sim:mid,0
819,00147,train,00147_s1_B_17-32.npy,00147_s0_A_5-16.npy,349,254,0.646724,sim:mid,0
820,00148,train,00148_s0_A_3-10.npy,00148_s1_B_11-18.npy,160,164,0.925012,sim:high,0
821,00148,train,00148_s0_A_3-10.npy,00148_s2_C_19-29.npy,160,183,0.506218,sim:low,0
822,00148,train,00148_s1_B_11-18.npy,00148_s0_A_3-10.npy,164,160,0.925012,sim:high,0
823,00148,train,00148_s1_B_11-18.npy,00148_s2_C_19-29.npy,164,183,0.544773,sim:low,0
824,00148,train,00148_s2_C_19-29.npy,00148_s0_A_3-10.npy,183,160,0.506218,sim:low,0
825,00148,train,00148_s2_C_19-29.npy,00148_s1_B_11-18.npy,183,164,0.544773,sim:low,0
826,00159,train,00159_s0_A_1-8.npy,00159_s1_B_9-24.npy,129,201,0.636812,sim:mid,0
827,00159,train,00159_s0_A_1-8.npy,00159_s2_A_25-32.npy,129,116,0.939556,sim:high,0
828,00159,train,00159_s1_B_9-24.npy,00159_s0_A_1-8.npy,201,129,0.636812,sim:mid,0
829,00159,train,00159_s1_B_9-24.npy,00159_s2_A_25-32.npy,201,116,0.633316,sim:mid,0
830,00159,train,00159_s2_A_25-32.npy,00159_s0_A_1-8.npy,116,129,0.939556,sim:high,0
831,00159,train,00159_s2_A_25-32.npy,00159_s1_B_9-24.npy,116,201,0.633316,sim:mid,0
832,00160,train,00160_s0_A_9-24.npy,00160_s1_B_25-40.npy,179,237,0.618492,sim:mid,0
833,00160,train,00160_s0_A_9-24.npy,00160_s2_A_41-62.npy,179,304,0.743118,sim:mid,0
834,00160,train,00160_s1_B_25-40.npy,00160_s0_A_9-24.npy,237,179,0.618492,sim:mid,0
835,00160,train,00160_s1_B_25-40.npy,00160_s2_A_41-62.npy,237,304,0.619301,sim:mid,0
836,00160,train,00160_s2_A_41-62.npy,00160_s0_A_9-24.npy,304,179,0.743118,sim:mid,0
837,00160,train,00160_s2_A_41-62.npy,00160_s1_B_25-40.npy,304,237,0.619301,sim:mid,0
838,00173,val,00173_s0_A_1-8.npy,00173_s1_A_9-16.npy,60,84,0.922082,sim:high,0
839,00173,val,00173_s1_A_9-16.npy,00173_s0_A_1-8.npy,84,60,0.922082,sim:high,0
840,00174,train,00174_s0_A_4-31.npy,00174_s1_A_32-51.npy,354,274,0.644248,sim:mid,0
841,00174,train,00174_s0_A_4-31.npy,00174_s2_B_52-69.npy,354,216,0.618689,sim:mid,0
842,00174,train,00174_s1_A_32-51.npy,00174_s0_A_4-31.npy,274,354,0.644248,sim:mid,0
843,00174,train,00174_s1_A_32-51.npy,00174_s2_B_52-69.npy,274,216,0.580589,sim:low,0
844,00174,train,00174_s2_B_52-69.npy,00174_s0_A_4-31.npy,216,354,0.618689,sim:mid,0
845,00174,train,00174_s2_B_52-69.npy,00174_s1_A_32-51.npy,216,274,0.580589,sim:low,0
846,00175,train,00175_s0_A_3-12.npy,00175_s1_B_13-20.npy,178,168,0.605296,sim:mid,0
847,00175,train,00175_s0_A_3-12.npy,00175_s2_C_21-30.npy,178,211,0.524056,sim:low,0
848,00175,train,00175_s1_B_13-20.npy,00175_s0_A_3-12.npy,168,178,0.605296,sim:mid,0
849,00175,train,00175_s1_B_13-20.npy,00175_s2_C_21-30.npy,168,211,0.563242,sim:low,0
850,00175,train,00175_s2_C_21-30.npy,00175_s0_A_3-12.npy,211,178,0.524056,sim:low,0
851,00175,train,00175_s2_C_21-30.npy,00175_s1_B_13-20.npy,211,168,0.563242,sim:low,0
852,00176,train,00176_s0_A_3-18.npy,00176_s1_B_19-27.npy,210,124,0.773001,sim:mid,0
853,00176,train,00176_s1_B_19-27.npy,00176_s0_A_3-18.npy,124,210,0.773001,sim:mid,0
854,00177,train,00177_s0_A_7-14.npy,00177_s1_B_15-26.npy,53,240,0.492425,sim:low,0
855,00177,train,00177_s1_B_15-26.npy,00177_s0_A_7-14.npy,240,53,0.492425,sim:low,0
856,00178,val,00178_s0_A_6-13.npy,00178_s1_B_14-21.npy,90,134,0.512308,sim:low,0
857,00178,val,00178_s0_A_6-13.npy,00178_s2_C_22-33.npy,90,167,0.913139,sim:high,0
858,00178,val,00178_s1_B_14-21.npy,00178_s0_A_6-13.npy,134,90,0.512308,sim:low,0
859,00178,val,00178_s1_B_14-21.npy,00178_s2_C_22-33.npy,134,167,0.558508,sim:low,0
860,00178,val,00178_s2_C_22-33.npy,00178_s0_A_6-13.npy,167,90,0.913139,sim:high,0
861,00178,val,00178_s2_C_22-33.npy,00178_s1_B_14-21.npy,167,134,0.558508,sim:low,0
862,00179,test,00179_s0_A_5-16.npy,00179_s1_A_17-28.npy,104,98,0.986187,sim:high,0
863,00179,test,00179_s0_A_5-16.npy,00179_s2_B_29-40.npy,104,98,0.622525,sim:mid,0
864,00179,test,00179_s0_A_5-16.npy,00179_s3_C_41-48.npy,104,63,0.595758,sim:low,0
865,00179,test,00179_s1_A_17-28.npy,00179_s0_A_5-16.npy,98,104,0.986187,sim:high,0
866,00179,test,00179_s1_A_17-28.npy,00179_s2_B_29-40.npy,98,98,0.613046,sim:mid,0
867,00179,test,00179_s1_A_17-28.npy,00179_s3_C_41-48.npy,98,63,0.602904,sim:mid,0
868,00179,test,00179_s2_B_29-40.npy,00179_s0_A_5-16.npy,98,104,0.622525,sim:mid,0
869,00179,test,00179_s2_B_29-40.npy,00179_s1_A_17-28.npy,98,98,0.613046,sim:mid,0
870,00179,test,00179_s2_B_29-40.npy,00179_s3_C_41-48.npy,98,63,0.661167,sim:mid,0
871,00179,test,00179_s3_C_41-48.npy,00179_s0_A_5-16.npy,63,104,0.595758,sim:low,0
872,00179,test,00179_s3_C_41-48.npy,00179_s1_A_17-28.npy,63,98,0.602904,sim:mid,0
873,00179,test,00179_s3_C_41-48.npy,00179_s2_B_29-40.npy,63,98,0.661167,sim:mid,0
874,00183,val,00183_s0_A_2-10.npy,00183_s1_B_11-21.npy,122,221,0.604003,sim:mid,0
875,00183,val,00183_s1_B_11-21.npy,00183_s0_A_2-10.npy,221,122,0.604003,sim:mid,0
876,00184,test,00184_s0_A_5-20.npy,00184_s1_B_21-28.npy,216,78,0.700214,sim:mid,0
877,00184,test,00184_s0_A_5-20.npy,00184_s2_C_29-40.npy,216,181,0.588596,sim:low,0
878,00184,test,00184_s1_B_21-28.npy,00184_s0_A_5-20.npy,78,216,0.700214,sim:mid,0
879,00184,test,00184_s1_B_21-28.npy,00184_s2_C_29-40.npy,78,181,0.534083,sim:low,0
880,00184,test,00184_s2_C_29-40.npy,00184_s0_A_5-20.npy,181,216,0.588596,sim:low,0
881,00184,test,00184_s2_C_29-40.npy,00184_s1_B_21-28.npy,181,78,0.534083,sim:low,0
882,00187,val,00187_s0_A_9-24.npy,00187_s1_A_29-44.npy,99,107,0.962594,sim:high,0
883,00187,val,00187_s0_A_9-24.npy,00187_s2_B_45-52.npy,99,61,0.581463,sim:low,0
884,00187,val,00187_s0_A_9-24.npy,00187_s3_C_53-60.npy,99,60,0.575772,sim:low,0
885,00187,val,00187_s1_A_29-44.npy,00187_s0_A_9-24.npy,107,99,0.962594,sim:high,0
886,00187,val,00187_s1_A_29-44.npy,00187_s2_B_45-52.npy,107,61,0.58001,sim:low,0
887,00187,val,00187_s1_A_29-44.npy,00187_s3_C_53-60.npy,107,60,0.590191,sim:low,0
888,00187,val,00187_s2_B_45-52.npy,00187_s0_A_9-24.npy,61,99,0.581463,sim:low,0
889,00187,val,00187_s2_B_45-52.npy,00187_s1_A_29-44.npy,61,107,0.58001,sim:low,0
890,00187,val,00187_s2_B_45-52.npy,00187_s3_C_53-60.npy,61,60,0.90702,sim:high,8
891,00187,val,00187_s3_C_53-60.npy,00187_s0_A_9-24.npy,60,99,0.575772,sim:low,0
892,00187,val,00187_s3_C_53-60.npy,00187_s1_A_29-44.npy,60,107,0.590191,sim:low,0
893,00187,val,00187_s3_C_53-60.npy,00187_s2_B_45-52.npy,60,61,0.90702,sim:high,4
894,00188,train,00188_s0_A_30-39.npy,00188_s1_A_40-47.npy,177,168,0.62751,sim:mid,0
895,00188,train,00188_s1_A_40-47.npy,00188_s0_A_30-39.npy,168,177,0.62751,sim:mid,0
896,00189,train,00189_s0_A_3-18.npy,00189_s1_A_19-34.npy,179,180,0.993698,sim:high,0
897,00189,train,00189_s0_A_3-18.npy,00189_s2_B_35-52.npy,179,219,0.597161,sim:low,0
898,00189,train,00189_s1_A_19-34.npy,00189_s0_A_3-18.npy,180,179,0.993698,sim:high,0
899,00189,train,00189_s1_A_19-34.npy,00189_s2_B_35-52.npy,180,219,0.603445,sim:mid,0
900,00189,train,00189_s2_B_35-52.npy,00189_s0_A_3-18.npy,219,179,0.597161,sim:low,0
901,00189,train,00189_s2_B_35-52.npy,00189_s1_A_19-34.npy,219,180,0.603445,sim:mid,0
902,00190,train,00190_s0_A_10-17.npy,00190_s1_B_18-25.npy,163,125,0.582131,sim:low,0
903,00190,train,00190_s0_A_10-17.npy,00190_s2_C_26-34.npy,163,173,0.604261,sim:mid,0
904,00190,train,00190_s0_A_10-17.npy,00190_s3_D_35-42.npy,163,154,0.59114,sim:low,0
905,00190,train,00190_s1_B_18-25.npy,00190_s0_A_10-17.npy,125,163,0.582131,sim:low,0
906,00190,train,00190_s1_B_18-25.npy,00190_s2_C_26-34.npy,125,173,0.914851,sim:high,0
907,00190,train,00190_s1_B_18-25.npy,00190_s3_D_35-42.npy,125,154,0.937949,sim:high,0
908,00190,train,00190_s2_C_26-34.npy,00190_s0_A_10-17.npy,173,163,0.604261,sim:mid,0
909,00190,train,00190_s2_C_26-34.npy,00190_s1_B_18-25.npy,173,125,0.914851,sim:high,0
910,00190,train,00190_s2_C_26-34.npy,00190_s3_D_35-42.npy,173,154,0.9201,sim:high,0
911,00190,train,00190_s3_D_35-42.npy,00190_s0_A_10-17.npy,154,163,0.59114,sim:low,0
912,00190,train,00190_s3_D_35-42.npy,00190_s1_B_18-25.npy,154,125,0.937949,sim:high,0
913,00190,train,00190_s3_D_35-42.npy,00190_s2_C_26-34.npy,154,173,0.9201,sim:high,0
914,00191,train,00191_s0_A_3-10.npy,00191_s1_A_11-22.npy,65,107,0.973636,sim:high,0
915,00191,train,00191_s1_A_11-22.npy,00191_s0_A_3-10.npy,107,65,0.973636,sim:high,0
916,00195,train,00195_s0_A_5-12.npy,00195_s1_B_13-24.npy,65,114,0.758259,sim:mid,0
917,00195,train,00195_s1_B_13-24.npy,00195_s0_A_5-12.npy,114,65,0.758259,sim:mid,0
918,00196,train,00196_s0_A_29-40.npy,00196_s1_B_41-52.npy,91,54,0.555231,sim:low,0
919,00196,train,00196_s0_A_29-40.npy,00196_s2_B_67-78.npy,91,56,0.764793,sim:mid,0
920,00196,train,00196_s0_A_29-40.npy,00196_s3_A_79-102.npy,91,156,0.790023,sim:high,0
921,00196,train,00196_s1_B_41-52.npy,00196_s0_A_29-40.npy,54,91,0.555231,sim:low,0
922,00196,train,00196_s1_B_41-52.npy,00196_s2_B_67-78.npy,54,56,0.693332,sim:mid,0
923,00196,train,00196_s1_B_41-52.npy,00196_s3_A_79-102.npy,54,156,0.628053,sim:mid,0
924,00196,train,00196_s2_B_67-78.npy,00196_s0_A_29-40.npy,56,91,0.764793,sim:mid,0
925,00196,train,00196_s2_B_67-78.npy,00196_s1_B_41-52.npy,56,54,0.693332,sim:mid,0
926,00196,train,00196_s2_B_67-78.npy,00196_s3_A_79-102.npy,56,156,0.930551,sim:high,0
927,00196,train,00196_s3_A_79-102.npy,00196_s0_A_29-40.npy,156,91,0.790023,sim:high,0
928,00196,train,00196_s3_A_79-102.npy,00196_s1_B_41-52.npy,156,54,0.628053,sim:mid,0
929,00196,train,00196_s3_A_79-102.npy,00196_s2_B_67-78.npy,156,56,0.930551,sim:high,0
930,00198,val,00198_s0_A_13-24.npy,00198_s1_B_25-32.npy,94,58,0.849435,sim:high,0
931,00198,val,00198_s0_A_13-24.npy,00198_s2_A_33-44.npy,94,91,0.973845,sim:high,0
932,00198,val,00198_s0_A_13-24.npy,00198_s3_C_51-62.npy,94,107,0.699092,sim:mid,0
933,00198,val,00198_s0_A_13-24.npy,00198_s4_A_63-74.npy,94,128,0.659589,sim:mid,0
934,00198,val,00198_s0_A_13-24.npy,00198_s5_B_75-82.npy,94,66,0.622881,sim:mid,0
935,00198,val,00198_s0_A_13-24.npy,00198_s6_A_83-94.npy,94,125,0.919832,sim:high,0
936,00198,val,00198_s1_B_25-32.npy,00198_s0_A_13-24.npy,58,94,0.849435,sim:high,0
937,00198,val,00198_s1_B_25-32.npy,00198_s2_A_33-44.npy,58,91,0.87935,sim:high,0
938,00198,val,00198_s1_B_25-32.npy,00198_s3_C_51-62.npy,58,107,0.651136,sim:mid,0
939,00198,val,00198_s1_B_25-32.npy,00198_s4_A_63-74.npy,58,128,0.587421,sim:low,0
940,00198,val,00198_s1_B_25-32.npy,00198_s5_B_75-82.npy,58,66,0.690066,sim:mid,0
941,00198,val,00198_s1_B_25-32.npy,00198_s6_A_83-94.npy,58,125,0.725059,sim:mid,0
942,00198,val,00198_s2_A_33-44.npy,00198_s0_A_13-24.npy,91,94,0.973845,sim:high,0
943,00198,val,00198_s2_A_33-44.npy,00198_s1_B_25-32.npy,91,58,0.87935,sim:high,0
944,00198,val,00198_s2_A_33-44.npy,00198_s3_C_51-62.npy,91,107,0.693251,sim:mid,0
945,00198,val,00198_s2_A_33-44.npy,00198_s4_A_63-74.npy,91,128,0.649632,sim:mid,0
946,00198,val,00198_s2_A_33-44.npy,00198_s5_B_75-82.npy,91,66,0.620838,sim:mid,0
947,00198,val,00198_s2_A_33-44.npy,00198_s6_A_83-94.npy,91,125,0.904695,sim:high,0
948,00198,val,00198_s3_C_51-62.npy,00198_s0_A_13-24.npy,107,94,0.699092,sim:mid,0
949,00198,val,00198_s3_C_51-62.npy,00198_s1_B_25-32.npy,107,58,0.651136,sim:mid,0
950,00198,val,00198_s3_C_51-62.npy,00198_s2_A_33-44.npy,107,91,0.693251,sim:mid,0
951,00198,val,00198_s3_C_51-62.npy,00198_s4_A_63-74.npy,107,128,0.677661,sim:mid,0
952,00198,val,00198_s3_C_51-62.npy,00198_s5_B_75-82.npy,107,66,0.693415,sim:mid,0
953,00198,val,00198_s3_C_51-62.npy,00198_s6_A_83-94.npy,107,125,0.687535,sim:mid,0
954,00198,val,00198_s4_A_63-74.npy,00198_s0_A_13-24.npy,128,94,0.659589,sim:mid,0
955,00198,val,00198_s4_A_63-74.npy,00198_s1_B_25-32.npy,128,58,0.587421,sim:low,0
956,00198,val,00198_s4_A_63-74.npy,00198_s2_A_33-44.npy,128,91,0.649632,sim:mid,0
957,00198,val,00198_s4_A_63-74.npy,00198_s3_C_51-62.npy,128,107,0.677661,sim:mid,0
958,00198,val,00198_s4_A_63-74.npy,00198_s5_B_75-82.npy,128,66,0.546369,sim:low,0
959,00198,val,00198_s4_A_63-74.npy,00198_s6_A_83-94.npy,128,125,0.664387,sim:mid,0
960,00198,val,00198_s5_B_75-82.npy,00198_s0_A_13-24.npy,66,94,0.622881,sim:mid,0
961,00198,val,00198_s5_B_75-82.npy,00198_s1_B_25-32.npy,66,58,0.690066,sim:mid,0
962,00198,val,00198_s5_B_75-82.npy,00198_s2_A_33-44.npy,66,91,0.620838,sim:mid,0
963,00198,val,00198_s5_B_75-82.npy,00198_s3_C_51-62.npy,66,107,0.693415,sim:mid,0
964,00198,val,00198_s5_B_75-82.npy,00198_s4_A_63-74.npy,66,128,0.546369,sim:low,0
965,00198,val,00198_s5_B_75-82.npy,00198_s6_A_83-94.npy,66,125,0.697033,sim:mid,0
966,00198,val,00198_s6_A_83-94.npy,00198_s0_A_13-24.npy,125,94,0.919832,sim:high,0
967,00198,val,00198_s6_A_83-94.npy,00198_s1_B_25-32.npy,125,58,0.725059,sim:mid,0
968,00198,val,00198_s6_A_83-94.npy,00198_s2_A_33-44.npy,125,91,0.904695,sim:high,0
969,00198,val,00198_s6_A_83-94.npy,00198_s3_C_51-62.npy,125,107,0.687535,sim:mid,0
970,00198,val,00198_s6_A_83-94.npy,00198_s4_A_63-74.npy,125,128,0.664387,sim:mid,0
971,00198,val,00198_s6_A_83-94.npy,00198_s5_B_75-82.npy,125,66,0.697033,sim:mid,0
972,00199,train,00199_s0_A_1-8.npy,00199_s1_B_9-16.npy,40,32,0.925701,sim:high,0
973,00199,train,00199_s1_B_9-16.npy,00199_s0_A_1-8.npy,32,40,0.925701,sim:high,0
974,00201,train,00201_s0_A_1-17.npy,00201_s1_B_18-37.npy,234,284,0.649904,sim:mid,0
975,00201,train,00201_s0_A_1-17.npy,00201_s2_A_38-54.npy,234,230,0.994354,sim:high,0
976,00201,train,00201_s1_B_18-37.npy,00201_s0_A_1-17.npy,284,234,0.649904,sim:mid,0
977,00201,train,00201_s1_B_18-37.npy,00201_s2_A_38-54.npy,284,230,0.647314,sim:mid,0
978,00201,train,00201_s2_A_38-54.npy,00201_s0_A_1-17.npy,230,234,0.994354,sim:high,0
979,00201,train,00201_s2_A_38-54.npy,00201_s1_B_18-37.npy,230,284,0.647314,sim:mid,0
980,00203,train,00203_s0_A_11-26.npy,00203_s1_B_27-40.npy,298,174,0.636977,sim:mid,0
981,00203,train,00203_s1_B_27-40.npy,00203_s0_A_11-26.npy,174,298,0.636977,sim:mid,0
982,00212,val,00212_s0_A_1-16.npy,00212_s1_A_17-32.npy,70,64,0.986159,sim:high,0
983,00212,val,00212_s0_A_1-16.npy,00212_s2_B_33-48.npy,70,250,0.658725,sim:mid,0
984,00212,val,00212_s0_A_1-16.npy,00212_s3_A_49-64.npy,70,68,0.682431,sim:mid,0
985,00212,val,00212_s0_A_1-16.npy,00212_s4_A_65-78.npy,70,63,0.936302,sim:high,0
986,00212,val,00212_s1_A_17-32.npy,00212_s0_A_1-16.npy,64,70,0.986159,sim:high,0
987,00212,val,00212_s1_A_17-32.npy,00212_s2_B_33-48.npy,64,250,0.651582,sim:mid,0
988,00212,val,00212_s1_A_17-32.npy,00212_s3_A_49-64.npy,64,68,0.677974,sim:mid,0
989,00212,val,00212_s1_A_17-32.npy,00212_s4_A_65-78.npy,64,63,0.925463,sim:high,0
990,00212,val,00212_s2_B_33-48.npy,00212_s0_A_1-16.npy,250,70,0.658725,sim:mid,0
991,00212,val,00212_s2_B_33-48.npy,00212_s1_A_17-32.npy,250,64,0.651582,sim:mid,0
992,00212,val,00212_s2_B_33-48.npy,00212_s3_A_49-64.npy,250,68,0.570701,sim:low,0
993,00212,val,00212_s2_B_33-48.npy,00212_s4_A_65-78.npy,250,63,0.692025,sim:mid,0
994,00212,val,00212_s3_A_49-64.npy,00212_s0_A_1-16.npy,68,70,0.682431,sim:mid,0
995,00212,val,00212_s3_A_49-64.npy,00212_s1_A_17-32.npy,68,64,0.677974,sim:mid,0
996,00212,val,00212_s3_A_49-64.npy,00212_s2_B_33-48.npy,68,250,0.570701,sim:low,0
997,00212,val,00212_s3_A_49-64.npy,00212_s4_A_65-78.npy,68,63,0.692333,sim:mid,0
998,00212,val,00212_s4_A_65-78.npy,00212_s0_A_1-16.npy,63,70,0.936302,sim:high,0
999,00212,val,00212_s4_A_65-78.npy,00212_s1_A_17-32.npy,63,64,0.925463,sim:high,0
1000,00212,val,00212_s4_A_65-78.npy,00212_s2_B_33-48.npy,63,250,0.692025,sim:mid,0
1001,00212,val,00212_s4_A_65-78.npy,00212_s3_A_49-64.npy,63,68,0.692333,sim:mid,0
1002,00213,val,00213_s0_A_1-16.npy,00213_s1_A_17-32.npy,69,68,0.995705,sim:high,0
1003,00213,val,00213_s0_A_1-16.npy,00213_s2_B_33-48.npy,69,99,0.932534,sim:high,0
1004,00213,val,00213_s1_A_17-32.npy,00213_s0_A_1-16.npy,68,69,0.995705,sim:high,0
1005,00213,val,00213_s1_A_17-32.npy,00213_s2_B_33-48.npy,68,99,0.932223,sim:high,0
1006,00213,val,00213_s2_B_33-48.npy,00213_s0_A_1-16.npy,99,69,0.932534,sim:high,0
1007,00213,val,00213_s2_B_33-48.npy,00213_s1_A_17-32.npy,99,68,0.932223,sim:high,0
1008,00219,train,00219_s0_A_3-18.npy,00219_s1_A_19-34.npy,315,325,0.719577,sim:mid,0
1009,00219,train,00219_s0_A_3-18.npy,00219_s2_B_35-42.npy,315,150,0.617515,sim:mid,0
1010,00219,train,00219_s0_A_3-18.npy,00219_s3_C_43-54.npy,315,326,0.596227,sim:low,0
1011,00219,train,00219_s1_A_19-34.npy,00219_s0_A_3-18.npy,325,315,0.719577,sim:mid,0
1012,00219,train,00219_s1_A_19-34.npy,00219_s2_B_35-42.npy,325,150,0.827987,sim:high,0
1013,00219,train,00219_s1_A_19-34.npy,00219_s3_C_43-54.npy,325,326,0.612279,sim:mid,0
1014,00219,train,00219_s2_B_35-42.npy,00219_s0_A_3-18.npy,150,315,0.617515,sim:mid,0
1015,00219,train,00219_s2_B_35-42.npy,00219_s1_A_19-34.npy,150,325,0.827987,sim:high,0
1016,00219,train,00219_s2_B_35-42.npy,00219_s3_C_43-54.npy,150,326,0.592362,sim:low,0
1017,00219,train,00219_s3_C_43-54.npy,00219_s0_A_3-18.npy,326,315,0.596227,sim:low,0
1018,00219,train,00219_s3_C_43-54.npy,00219_s1_A_19-34.npy,326,325,0.612279,sim:mid,0
1019,00219,train,00219_s3_C_43-54.npy,00219_s2_B_35-42.npy,326,150,0.592362,sim:low,0
1020,00220,val,00220_s0_A_3-18.npy,00220_s1_A_19-34.npy,380,389,0.996782,sim:high,0
1021,00220,val,00220_s0_A_3-18.npy,00220_s2_B_35-42.npy,380,82,0.863713,sim:high,0
1022,00220,val,00220_s0_A_3-18.npy,00220_s3_B_43-50.npy,380,164,0.95066,sim:high,0
1023,00220,val,00220_s0_A_3-18.npy,00220_s4_C_51-58.npy,380,119,0.897993,sim:high,0
1024,00220,val,00220_s1_A_19-34.npy,00220_s0_A_3-18.npy,389,380,0.996782,sim:high,0
1025,00220,val,00220_s1_A_19-34.npy,00220_s2_B_35-42.npy,389,82,0.860692,sim:high,0
1026,00220,val,00220_s1_A_19-34.npy,00220_s3_B_43-50.npy,389,164,0.948289,sim:high,0
1027,00220,val,00220_s1_A_19-34.npy,00220_s4_C_51-58.npy,389,119,0.897487,sim:high,0
1028,00220,val,00220_s2_B_35-42.npy,00220_s0_A_3-18.npy,82,380,0.863713,sim:high,0
1029,00220,val,00220_s2_B_35-42.npy,00220_s1_A_19-34.npy,82,389,0.860692,sim:high,0
1030,00220,val,00220_s2_B_35-42.npy,00220_s3_B_43-50.npy,82,164,0.882403,sim:high,0
1031,00220,val,00220_s2_B_35-42.npy,00220_s4_C_51-58.npy,82,119,0.899292,sim:high,0
1032,00220,val,00220_s3_B_43-50.npy,00220_s0_A_3-18.npy,164,380,0.95066,sim:high,0
1033,00220,val,00220_s3_B_43-50.npy,00220_s1_A_19-34.npy,164,389,0.948289,sim:high,0
1034,00220,val,00220_s3_B_43-50.npy,00220_s2_B_35-42.npy,164,82,0.882403,sim:high,0
1035,00220,val,00220_s3_B_43-50.npy,00220_s4_C_51-58.npy,164,119,0.933207,sim:high,0
1036,00220,val,00220_s4_C_51-58.npy,00220_s0_A_3-18.npy,119,380,0.897993,sim:high,0
1037,00220,val,00220_s4_C_51-58.npy,00220_s1_A_19-34.npy,119,389,0.897487,sim:high,0
1038,00220,val,00220_s4_C_51-58.npy,00220_s2_B_35-42.npy,119,82,0.899292,sim:high,0
1039,00220,val,00220_s4_C_51-58.npy,00220_s3_B_43-50.npy,119,164,0.933207,sim:high,0
